jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|clParams|alpha,  modelParams|tpParams|minThreshold,  modelParams|tpParams|activationThreshold,  modelParams|sensorParams|encoders|heartbeat:n,  modelParams|tpParams|pamLength,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[1]:window=1000:field=heartbeat,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[1]:window=1000:field=heartbeat, 
1058,  2441,  completed,  eof,  2016-11-18 22:51:06,  2016-11-18 22:51:16,  10,  modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|sensorParams|encoders|heartbeat:n_272.modelParams|tpParams|pamLength_3.modelParams|spParams|synPermInactiveDec_0.05015,  768,  0.05005,  11,  14,  272,  3,  0.05015,  0.213467885514,  0.144401700568, 
